id,type,text1,text2,text3,text4,notes
valk_yoshura_VI,SHIP,"约书亚的第六改进型，将舰船整体进行了微缩化并改装成了航母。使用了更加紧密的装甲材质与更加先进的传感器阵列，能可控而有效地超频战机联队的性能，并使用高精度雷达辅助战机的寻路计算AI。
约书亚Mk.VI经常作为梵蒂冈Mk.I的僚舰在大型航母舰队服役，在对抗“侵略者”的战争中战果显赫，被认为是最成功的约书亚改进型之一。",,,,
valk_cherberos,SHIP,三头犬是用来代替约书亚Mk.I系列的战巡。她使用了更轻量的装甲和更小规模的火力，但能达到更高的速度。,,,,
valk_radiance,SHIP,"这是女武神组织所设计的最为扎实的超级战舰，是自女武神兴起以来战功显赫的大杀器。

强大的基本属性让她几乎没有短板。与英仙座的其他势力产生摩擦时，荣光级曾创下同为主力舰以一敌三的战绩，并数次不费吹灰之力地单舰重创敌方的舰队。

在一些女武神旗下的佣兵组织中，就地位而言，荣光级的女舰长们狠狠地把典范、攻势级的舰长踩在了脚下。",,,,
,,,,,,
,,,,,,
valk_elegy,SHIP,"此舰出征之时，乃是女武神绝命反击之刻。哀歌级攻城舰是一种以重巡为设计核心理念，进攻性却堪比常规战列的舰种。比起赞美系列、极乐天堂系列等主力重巡，这个仍在实验中的舰种极其危险，她的进攻像是在刀尖上跳舞，往往被部署于舰队的最后梯队以作杀手锏。

支持这一切的，是一种不完善的瓦尔哈拉核心。这个装置囊括了女武神近百年的实验结晶，但却因为某次意外导致了实验材料大量缺失。经过努力后，也只能重现这种残次品。不过幸运的是，即使是残次品，“瓦尔哈拉”也能给哀歌级攻城舰提供远超其他舰船的能源供应。“瓦尔哈拉”的副作用，便是高幅能状态下获得大量增益的同时，船身也会变的不稳定。只好祈祷女军官们不要上头，免得香消玉殒吧。",,,,
valk_nirvana_II,SHIP,"一个为下一代而设计的概念舰种。她比所有的妹妹们都要庞大且内藏凶器。她拥有堪比主力舰的体积，并被分级为超甲巡，专门猎杀重巡。面对这种高性能巡洋舰绝不能掉以轻心。

“她究竟该担任怎样的角色”这一问题曾造成了海军两难窘境，在战线突进层面，他们已经有了赞美系列突击舰。虽然极乐天堂Mk.II搭载了一套专门针对同级战舰的系统，但论瞬时爆发仍不是顶尖的。最终的结论是它作为侧翼袭击及奇袭角色要比普通重巡更好。

极乐天堂Mk.II与赞美Mk.II一同在以主力重巡的身份为女武神组织海军效力。",,,,
,,,,,,
valk_sequence,SHIP,序列级重型航母是可以替换女武神组织所有航母的现代航母。她机动性高经济适用，可以同时支持多种战机进行战斗。,,,,
valk_nirvana_I,SHIP,"极乐天堂的第一代改装，她对各类任务良好的适用性使其迅速发展成为了女武神组织海军的主力巡洋舰。她现在是最为广泛使用的巡洋舰。

极乐天堂系列是女武神组织最重型的巡洋舰，他们专注于防御和火力适用性，并且各方面属性适中。她们往往是舰队中进攻的成员，除非有不同的任务。",,,,
,,,,,,
valk_almire_II,SHIP,"赞美系列新设计，专为进攻打造。得到加强的火力和速度使其超越了极乐天堂级。任何敌人发现对面有她的身影的话都可以好好去祈祷一番了。

赞美级是女武神组织海军中较轻的重型巡洋，她们注重于速度和进攻，拥有产生强大爆发火力的潜能。她们往往在舰队编队的第二列，除非有不同的任务。",,,,
,,,,,,
valk_nirvana,SHIP,极乐天堂的原型机，在现代设计中早已过时，如今用来护航以及募集发展资金的一种手段。,,,,
valk_almire_I,SHIP,一艘数年来经历无数修改的巡洋舰，包括评级的变化。她可以在战场上和极乐天堂级并肩战斗。,,,,
,,,,,,
,,,,,,
,,,,,,
valk_herald,SHIP,一种可以部署数个护盾无人机的难啃的骨头。以一个极乐世界级驱逐舰船体为基础，给了他可以从远处齐射导弹砸向敌人的力量和操控性。,,,,
valk_heron_b,SHIP,"一个代替老化的女武神航母并带来新活力的全副武装的航母。椭圆形的外形最大限度地提升了护甲性能，它能为战机提供强力的后勤支持，并借此为保护她的舰队提供强大的火力支援。

海伦是女武神组织最为广泛使用的舰船之一，也同以“复仇者级”之名广为人知的精灵王国(Elfheim)一样是最为大量生产的驱逐舰。其强大的点防能力可以轻松清空导弹弹幕和敌战机编队，同时派遣己方战机来掩护自己的舰队。在现代化改造后期，序列级航母调配完毕后，海伦级自己也得到了全面更新。一个更大的引擎和更强的传感器被安置以获得更好的作战效果。序列与海伦如今是新老一代并肩作战，取代了过去的超级航母和轻型航母。他们将守卫女武神组织的星域数代人的时光。",,,,
,,,,,,
valk_elfheim,SHIP,"女武神海军的主力。她的装备取决于收到的任务。强大的火力爆发使她能够轻易撕碎小型船只，因而获得了并不怎么光彩的声誉。

由于她的作业效率和可靠性，大型舰队经常巴结这些驱逐舰，让她们担任远程导弹支援舰或骚扰舰的角色。",,,,
,,,,,,
valk_eclair,SHIP,女武神组织在现代化改造过程中的一种原型驱逐舰。是个复杂且昂贵的设计，依旧在测验阶段。,,,,
valk_elysium,SHIP,专为闪电战而打造，极乐世界能轻易使轻视自己的敌人哭着找妈妈。她强大的机动力和坚固的装甲作为一艘小型舰船来说是噩梦级的。,,,,
valk_valkyrie_b,SHIP,在早期设计航母时这艘运兵船被改造设计成了轻型航母。现在已经被新型设计所超越，但是在你钱包见底时是个非常伟大的候选。,,,,
valk_tesladora_ii,SHIP,通常被部署在空间站或关键目标处执行保护任务，一些也会跟随舰队参战。她异常坚固的装甲和强大的护盾可以让她淡定地威吓同级对手。,,,,
valk_topaz,SHIP,一个用来避免使用其他势力的货舰或燃油舰的普通燃油舰。他有足够的燃料来供应整个舰队的燃油消耗。,,,,
valk_emerald,SHIP,如果你听说女武神组织拥有一种无法替代的货舰的话，那么答案毫无疑问就是翡翠了。,,,,
,,,,,,
,,,,,,
valk_inquisitor,SHIP,"与杰诺瓦一起开发，这艘重型护卫舰可以用它的重武器们痛揍任何人。他的主武器甚至能够威胁放松警惕的巡洋，或者战列舰。

这是个有些蛋疼的设计，主炮很强，但在需要后退排辐前只能释放数次。大量炮座不寻常地装配了点防武器，大大拓展了这艘重型护卫舰的使用寿命。",,,,
valk_longinus,SHIP,一个可靠的武器平台，采用了平衡攻防能力的设计。他依靠远程的射击距离要大大优于其他古老的设计，例如猎犬和征伐。这使她成为受新飞行员青睐的舰船。,,,,
valk_yuusha_II,SHIP,这个设计是如此的成功，以致她们只需要一些微调。添加了第二炮架和更强力的引擎，是个整起来很麻烦的对手。,,,,
valk_yuusha,SHIP,女武神组织的护卫舰家族最小的成员。快得让人反胃还特让人头疼，拥有强大的侦查能力，相当的耐力和火力，是进化版的猎犬。,,,,
valk_tesladora,SHIP,通常被部署在空间站或关键目标处执行保护任务，一些也会跟随舰队参战。她异常坚固的装甲和强大的护盾可以让她淡定地威吓同级对手。,,,,
valk_jenova,SHIP,"由于女武神组织缺乏电子战的支持平台，工程师们联合打造了这艘绝世好舰“杰诺瓦”。

拥有最好的防御系统和一个新开发的实验性电子战系统。

可以说，杰诺瓦是女武神组织早就需要的玩意。它的巨大成本，在希望格纳库中能有这样一个神器的大舰队眼里并不算什么问题。",,,,
valk_ilena,SHIP,女武神组织护卫舰家族中极为灵动的成员，搭载了高端跃迁技术，使敌人防不胜防。,,,,
,,,,,,
,,,,,,
valk_infinity,SHIP,"原型战机。为获取任意形式的战场优势而建造，配有重武器和与誓约之剑相同的原形反应堆。
由于不合理的快速发展导致的制造和维护的巨额成本，她的存在价值已近乎零。双翼的激光中继器和前置的一个大口径冲击波构成了强大的武器系统，引擎也很强劲，不过碍于过大的体型，她的转向很糟糕。",,,,
valk_excalibur,SHIP,"奥肯制造集团的最终之作，这种先进并昂贵的轻型护卫战斗机拥有被不寻常地过度改装的高级武器与防御系统，她甚至让中微子和速子科技面临威胁。
使用了超越预期设想的科技技术，以艺术的姿态融合了护盾、能量网和武器系统。这艘舰艇如其名“誓约之剑”般锋芒毕露。她最引人注目之处是拥有一个能够散耗硬幅能的反物质反应堆。",,,,
valk_firefly,SHIP,"一种依靠快速走位和先进武器来战胜敌人的先进现代化战机。
装备有一个全新的加特林激光炮和两个激光器吊舱，萤火虫可以轻松跨越战机和小型护卫舰的拦截，甚至是重武器的火力网。但明显的弱点就是她迟缓的机动力。由于轻量化确保速度的建造思想，她在遭遇突然袭击时十分脆弱。",,,,
valk_ancord,SHIP,在现代化改造中蝮蛇之毒的原设计被取消，由同名的设计取代。 现在是令人闻风丧胆的导弹轰炸机。,,,,
valk_helia,SHIP,一种被设计用来支持更大的战场并对敌编队执行闪击战的轻型护卫战机。凭借改进版供能和引擎，她们能呼啸地穿过战场，击沉各种目标。,,,,
valk_azgard,SHIP,这是女武神组织的主力战机。她的双联激光炮能给予敌舰沉重打击，瞬发激光也能防御敌拦截机和导弹的威胁。,,,,
valk_lightning,SHIP,一种机头拥有两个大口径加农炮的高速拦截机，她的双翼可以伸展，提供大气层内的飞行能力。,,,,
valk_sahara,SHIP,一种大而慢的，有效载荷为两枚炸弹的轰炸机联队。她们可以够摧毁任何目标，然而由于低下的机动力却很少成功。,,,,
valk_morgiana,SHIP,比Talon略大但是致命双倍，它的设计理念是可以随时从任何载体发射，无论是行星表面还是航母上。,,,,
,,,,,,
,,,,,,
,,,,,,
valk_ilc,WEAPON,一门强大的能量炮，可以在长距离一次性连续投射三发致密粒子束。,,,,
valk_ilc_II,WEAPON,高爆发力的强化版救赎激光炮，集所有火力于一发。,,,,
valk_quadheavymg,WEAPON,"邪恶的，拥有滔天射速的四联装重机枪。加装了它的战舰基本免疫战机或导弹的威胁。
这个武器将四个重机枪加装在一个由气动装填和液冷机制升级性能的炮座上，高速发射破片弹药来拦截战机。",,,,
,,,,,,
valk_dsc,WEAPON,以亚光速发射大口径脱壳弹的小型机枪，能对高强度的护盾产生额外的击穿效应。,,,,
valk_irpdburst,WEAPON,一个不算强力但是非常有效的瞬发点防系统，在大多数的军用舰船上经常能看到。,,,,
valk_ibcm,WEAPON,装备有IBCM动能弹头的飓风发射系统，能强力打击护盾系统,,,,
valk_heavy_assault_cannon,WEAPON,"与梵蒂冈Mk.III同时被制造出来，它巨大的破坏力远超任何舰船的防御力。
这是种口径为350到420mm的三联装简单设计，具有强大的冲压功率和难以置信的射程，几发便可击毁或击伤敌舰。",,,,
valk_antiproton_laser,WEAPON,一种给大型舰船作为中远程爆发火力的设计。顷刻间的输出能直接摧毁一切中小型单位，也能给对位的主力舰造成极大的幅能压力。,,,,
valk_plasma_laser,WEAPON,"仔细研究黑石船坞的碎片炮后，结合高科技改进出的一种中型加农炮。
加农炮本身并不能造成多少伤害，然而它发射的弹药，那些调皮的不稳定等离子体，很容易duang~地造成额外特效，对目标造成额外的巨量伤害。",,,,
valk_bcnn,WEAPON,泛用性较广的动能武器，常用于远距离压制敌人。因其设计基于转轮核心，并不建议非女武神系的舰船使用它。,,,,
,,,,,,
,,,,,,
valk_ballista,WEAPON,以等离子作为充能和燃料改进的歼灭者火箭。他改进版的AI使点防武器更难击落它。,,,,
valk_wraith,WEAPON,这个重型导弹为了在极限距离下迅速干掉大型目标而设计。它的大翅翼使它能够像普通导弹一样转向。,,,,
valk_spectre,WEAPON,强力的导弹，为主力舰之间的远距离作战而开发。通常装备在较小的舰艇上担任支援角色。,,,,
valk_phantasm,WEAPON,强力的导弹，为主力舰之间的远距离作战而开发。通常装备在较小的舰艇上担任支援角色。,,,,
valk_shadow,WEAPON,强大且具备强爆发力的巡航导弹，为了给双联发射装置让步，导弹装药有所减少。,,,,
valk_sunfury,WEAPON,"这种相对先进的鱼雷采用了强力的高爆战斗部和重装甲贯穿弹头，拥有着无与伦比的破坏力。与这种鱼雷硬碰硬会遭遇毁灭性打击。
它在现代化革新后期作为主力舰杀手而被研发，750mm的钚弹头礼包有着轰掉半个空间站的破坏力。顶部覆有硬化钛，使其可以钻入目标装甲数米内，之后是一层确保鱼雷生存力的金刚合金，两侧则是更强有力的防护。
起爆管的设计取自相对简单的水基穿甲鱼雷，一旦穿透结束便起爆。这也被一个传感器监视着，起爆器被触发后，它会检查是否是探针被破坏或断裂造成的，如果是的话起爆触发会从固件设备转到动量传感器上，探测到进入预置量的动能改变后引爆。",,,,
valk_scorpionpod,WEAPON,轻量级的MIRV弹头和一个鱼叉的引擎，提升了机动性但是减弱了伤害力，内置有小型电容可以产生较少的EMP伤害。有着较大的载弹量。,,,,
valk_scorpion,WEAPON,轻量级的MIRV弹头和一个鱼叉的引擎，提升了机动性但是减弱了伤害力，内置有小型电容可以产生较少的EMP伤害。,,,,
,,,,,,
,,,,,,
,,,,,,
valk_hyperbeam,WEAPON,这个沉重的光束炮使用超物质来激发强大火力，瞬间爆发的高温粒子流能直接融化命中区域的装甲。,,,,
,,,,,,
valk_imbc,WEAPON,一个能够远距离发射超高密度的反质子流的超重型激光系统，它可以对无护盾保护的舰船造成成吨的伤害。,,,,
valk_light_antimatter_laser,WEAPON,重型反质子光束炮的小型版本。同样的拥有远射程和高伤害。它是当局在光束武器上的初次迭代。,,,,
valk_irdriver,WEAPON,现代化改造过程中制造出的一种小型激光器。其目的是代替过时的机枪，为小型战机提供更强力的武器。,,,,
valk_ptr_laser,WEAPON,"现代化改造中后期制出的强有效的激光炮，替代了战机的老式武器，让这些战士在相等条件下拥有更强的战力。
PTR由一个装备有四重散热器的基础中继器，加上四个回旋粒子喷射泵和一些加速器组成，能够长时间维持恐怖的火力。低水平的幅能消耗意味着这个武器只要有一个强大的能源，理论上可以无限发射。然而维护中心却强烈建议舰长们别这么干，因为融化的粒子喷射泵很难修复。",,,,
valk_xr_repeater,WEAPON,"被重新校准的PTR激光中继器，在X射线示踪器的指示下发射等离子炮弹。其强烈的热损伤往往会对击中的舰艇造成糟糕的影响。
X-RayATC本质上是一个微型脉冲激光炮，但发射的弹药是等离子体。",,,,
,,,,,,
valk_cockatrice,WEAPON,Cockatrice(鸡蛇兽)神话中的怪物，据说拥有瞥人即死的能力。这个速射机枪被安装在重型战斗机的机枪吊舱中，重型弹药甚至能够穿透装甲，击穿战机的结构。,,,,
valk_irpdcannon,WEAPON,将火神炮拆解、精简化，并在结构中安装了激光介质和能源电容，拥有较高的精准度，并因高性价比而闻名。,,,,
valk_nxk_pd,WEAPON,NX-K是一种超高科技的伽马射线高炮，它可以在面对导弹海神教与战机流奥义时提供无与伦比的防御。,,,,
valk_ether_driver,WEAPON,"试验型加农炮，发射一个包裹有超物质的，由“以太”这种物质构成的炮弹，可以直接穿过护盾对装甲进行打击。
以太驱动器及其变种都是依靠对捕获的外星科技进行逆向工程而制成的超物质加农炮系列，结合了名为“以太”的物质能够吞掉离子场并销毁任何形式的物化能量这一特性。
伴随着发射时的震天价响，物质和外壳以一毫秒的间隔先后被发射出去，超物质外壳会撞上前面的以太炮弹随后融为一体前进，在护盾上造成一个破洞，随后以一个巨大的爆炸打击目标船体。",,,,
valk_geironul,WEAPON,以炼狱炮为蓝本的高性能巨炮。弹药的内部包裹着微量的不稳定反物质，在命中敌舰后，核心的破损能再次引发爆炸，对轻甲单位造成更加严重的打击。,,,,
,,,,,,
valk_ice_lance,WEAPON,"以太驱动器的衍生版本。更重于瘫痪电子设备而非造成伤害。
它的弹药同样拥有穿透护盾的能力。
冰冻长枪发射的包裹物质是圆筒形破坏螺栓而不是超物质，以太被单独存放以防它从内部破坏螺栓。",,,,
,,,,,,
valk_twin_hiir_laser,WEAPON,一个装备有精巧的发射器和透镜的大口径激光炮，能够在远距离造成持续伤害。然而持续开火会造成精准度急剧下降。,,,,
,,,,,,
valk_lightlancer,WEAPON,同尺寸针刺系列的能量版本，倾泻的弹体能对目标造成极强的EMP效果。为对付各种种类的目标而设计。小口径设计令它的精准度很高。,,,,
,,,,,,
valk_heavylancer,WEAPON,同尺寸针刺系列的能量版本，倾泻的弹体能对目标造成极强的EMP效果。为对付各种种类的目标而设计。中口径的设计相对于小口径提供了更大的爆发窗口。,,,,
,,,,,,
valk_ultraheavylancer,WEAPON,同尺寸针刺系列的能量武器版本，高温弹体着重对结构的伤害。为对付各种种类的目标而设计。,,,,
,,,,,,
,,,,,,
valk_ecm_jammer,SHIP_SYSTEM,一个先进的电子战系统，使自己在敌舰雷达上的有效探测范围缩短2000SU。,近程支援,,,
valk_chargingjets,SHIP_SYSTEM,提高最大速度与机动性的同时对前方的敌方舰船和导弹造成EMP电弧打击。,机动,提高最大速度与机动性的同时对前方的敌方舰船和导弹造成EMP电弧打击。,,
valk_overcharge,SHIP_SYSTEM,超频舰船系统，提高最多 25% 的武器伤害和最高航速， 50% 的幅能耗散和机动性，但结束后会在一定时间内降低 100% 的相应属性。,进攻,,25% | 50% | 100%,
valk_valiant_defense,SHIP_SYSTEM,解除安全协议与约束核心，大幅提高舰船属性并修复舰船结构，增益属性包括但不限于：幅能耗散、最高速度、机动性、武器伤害、护盾抗性等。该舰受到的任何伤害都会减少该系统的冷却时间。,进攻,,,
valk_inferniumdrive,SHIP_SYSTEM,烈性燃烧剂被注入引擎，极大提升发动机的功率。,进攻,,,
valk_phaseteleporter,SHIP_SYSTEM,瓦尔基里版的空间跃迁，和海波级护卫舰的跃迁别无二致。,机动,,,
valk_burstdrive,SHIP_SYSTEM,瞬时提供引擎加速，将舰船以极速向前推进一段距离。剧烈的碰撞将会使引擎熄火。,机动,瞬时提供引擎加速，将舰船以极速向前推进一段距离。剧烈的碰撞将会使引擎熄火。,,
,,,,,,
valkyrian,FACTION,"女武神组织是这个星域中独立的一个军事大国，他们曾是人之领的一部分，星图上充满谜团的一角。经过对人之领核心技术数年的私下研究后，他们通过这些被破解的知识进而武装自己，并渐渐的成为了舰船设计界强劲又值得尊敬的大型组织，拥有着远超私企与海军的舰船设计能力。

然而，简单地学习蓝图，然后进行改进已经无法满足他们，随着越来越多的先进技术被藏匿起来，他们开始用愈发狂热的手段来满足自己的优越感。最终他们由于与人之领开发部门产生了激烈的冲突，并断绝了关系。当人之领的王权注意到他们的威胁日益增显并实行镇压时，他们决定会用自己的方式来摧毁阻挡他们寻求力量的道路的敌人。

为了最终摆脱人之领的控制，他们倾注所有的生产力来制造舰载星门。这允许他们在没有星门的情况下，只要在相应星系驻扎着装备有星门驱动的超级舰队，就可以进行亚空间旅行。他们现在聚居在宇宙的大部分空间中。其中一些地方崩溃或被遗忘后成为了失落的世界。他们最终以自己的方式发现了英仙座，并跻身争夺该地文明控制权的竞争行列中。",,,,
valk_boostrefit,SHIP_SYSTEM,航母整备速率的衰减速度及战机更换时间减少三分之一，并且回程战机的速度、机动加倍。使用产生大量幅能。,进攻,,,
,,,,,,
valk_planet_enigma_i,CUSTOM," 瓦尔基里 的首都。通行星域的王家政令，都出自此地。

大崩溃前盘踞在当地的矿物企业为 女武神组织 留下了规模庞大的工业基础。在其遗产之上孵化出的奥肯制造集团和谜团公司，以及其他中小型企业，代表了整个 女武神组织 的实体经济，现代化改造时期收回的外部资本进一步刺激了当地经济的发展。

这里作为 瓦尔基里 战争工厂的重要性不言而喻，轨道基地中常年驻扎着三艘王家巡洋舰，保持战备状态以应对突发情况。",,这里充斥着强烈的雌性荷尔蒙气息， 放眼所见的高管几乎全是女性。而男人们则在码头上干着杂活，时不时你还能看到皮鞭狠狠地落在他们身上。,,
valk_station_enigma_i,CUSTOM,高悬的轨道防御设施，与作为近地防御的天空要塞不同，该设施内部有着大量生产设施，可以做到自给自足。庞大的港口系泊着主力舰，在 女武神组织 南征北战的辉煌岁月里，这一巨物默默地注视了一代代远征舰队的驶去。,,,,
valk_planet_enigma_i_moon,CUSTOM,"凄凉的风呼啸在这颗杂乱的卫星上，已经很多年没有船驶近这一地带。Enigma I上没有人能说得清个中缘由，这个枯萎的行星通常被人所忽视。

瓦尔基里 王室档案馆所记载最近的一次调查要追溯到14年前，人们在这个死亡世界发现了一条线索——废墟的某处，不明生物的尸骸散乱排列，堆成令人费解的形状，似乎与 女武神 最古老而可怖的宿敌有所关联。",,,,
valk_planet_enigma_ii,CUSTOM,"女武神组织 下属的矿业世界，现代化改造后，随着势力外缘的急剧萎缩，这一地区在 瓦尔基里 世界中占据了越来越重要的地位。

得益于富饶的矿床，和赤道上永远喷薄的挥发物涌泉，这个世界满足着女武神的星际舰队和战争机器贪得无厌的胃口。 这里与光鲜亮丽的Enigma I不同，大多数人口靠苦力劳动为生，境遇十分悲惨。",,,,
